product_id,category,subcategory,base_price
P00793,Home & Kitchen,Decor,7272
P00794,Fashion,Footwear,2154
P00795,Home & Kitchen,Decor,21009
P00796,Electronics,Smartphones,55402
P00797,Fashion,Watches,2502
P00798,Fashion,Men's Clothing,6078
P00799,Electronics,Cameras,3068
P00800,Electronics,Audio,65215
P00801,Grocery,Personal Care,232
P00802,Electronics,Smartphones,69509
P00803,Grocery,Snacks,1487
P00804,Fashion,Footwear,6946
P00805,Electronics,Cameras,59522
P00806,Home & Kitchen,Appliances,14098
P00807,Fashion,Watches,2053
P00808,Electronics,Smartphones,62852
P00809,Home & Kitchen,Furniture,20001
P00810,Fashion,Footwear,2444
P00811,Home & Kitchen,Furniture,16663
P00812,Grocery,Beverages,1855
P00813,Home & Kitchen,Appliances,9781
P00814,Fashion,Watches,7662
P00815,Electronics,Smartphones,78078
P00816,Electronics,Smartphones,25356
P00817,Home & Kitchen,Furniture,13870
P00818,Home & Kitchen,Furniture,472
P00819,Electronics,Accessories,20482
P00820,Books,Fiction,1900
P00821,Books,Children's,2365
P00822,Fashion,Men's Clothing,6987
P00823,Electronics,Laptops,66484
P00824,Fashion,Men's Clothing,7310
P00825,Books,Children's,2143
P00826,Grocery,Staples,1306
P00827,Books,Non-Fiction,2290
P00828,Electronics,Audio,43956
P00829,Books,Academic,1850
P00830,Grocery,Beverages,1559
P00831,Electronics,Audio,77161
P00832,Fashion,Watches,2495
P00833,Home & Kitchen,Appliances,4559
P00834,Electronics,Laptops,54771
P00835,Grocery,Personal Care,398
P00836,Grocery,Snacks,372
P00837,Fashion,Watches,4208
P00838,Grocery,Snacks,773
P00839,Home & Kitchen,Furniture,10798
P00840,Books,Fiction,1714
P00841,Grocery,Beverages,286
P00842,Grocery,Personal Care,1180
P00843,Fashion,Footwear,2189
P00844,Fashion,Footwear,2778
P00845,Home & Kitchen,Cookware,17786
P00846,Electronics,Accessories,12807
P00847,Electronics,Accessories,12719
P00848,Electronics,Cameras,26149
P00849,Electronics,Cameras,4543
P00850,Grocery,Personal Care,1867
P00851,Books,Non-Fiction,1885
P00852,Electronics,Audio,53120
P00853,Electronics,Cameras,39499
P00854,Books,Children's,1761
P00855,Fashion,Footwear,2993
P00856,Home & Kitchen,Decor,19633
P00857,Books,Children's,1022
P00858,Books,Children's,738
P00859,Fashion,Footwear,1634
P00860,Fashion,Women's Clothing,732
P00861,Home & Kitchen,Furniture,12703
P00862,Grocery,Personal Care,849
P00863,Grocery,Snacks,1088
P00864,Grocery,Personal Care,211
P00865,Fashion,Men's Clothing,1925
P00866,Fashion,Footwear,1864
P00867,Grocery,Personal Care,684
P00868,Electronics,Audio,29183
P00869,Fashion,Watches,1904
P00870,Grocery,Snacks,1513
P00871,Grocery,Personal Care,1075
P00872,Grocery,Staples,1993
P00873,Grocery,Snacks,1653
P00874,Fashion,Footwear,7853
P00875,Grocery,Staples,47
P00876,Electronics,Audio,53681
P00877,Fashion,Men's Clothing,3676
P00878,Grocery,Personal Care,1812
P00879,Fashion,Men's Clothing,4987
P00880,Electronics,Laptops,49880
P00881,Grocery,Personal Care,1919
P00882,Fashion,Women's Clothing,5524
P00883,Electronics,Smartphones,26014
P00884,Books,Children's,2756
P00885,Books,Academic,2840
P00886,Electronics,Accessories,31177
P00887,Grocery,Personal Care,1094
P00888,Fashion,Men's Clothing,2406
P00889,Fashion,Footwear,7308
P00890,Grocery,Personal Care,1650
P00891,Fashion,Footwear,3125
P00892,Home & Kitchen,Appliances,20100
P00893,Grocery,Staples,908
P00894,Fashion,Men's Clothing,542
P00895,Fashion,Women's Clothing,7207
P00896,Electronics,Accessories,15805
P00897,Electronics,Laptops,41355
P00898,Electronics,Smartphones,75883
P00899,Electronics,Audio,13808
P00900,Electronics,Smartphones,76524
P00901,Electronics,Smartphones,43269
P00902,Home & Kitchen,Appliances,332
P00903,Fashion,Women's Clothing,711
P00904,Home & Kitchen,Decor,16808
P00905,Electronics,Smartphones,62000
P00906,Home & Kitchen,Cookware,21644
P00907,Electronics,Accessories,34225
P00908,Fashion,Men's Clothing,1011
P00909,Fashion,Footwear,4394
P00910,Electronics,Accessories,56368
P00911,Electronics,Accessories,78110
P00912,Grocery,Personal Care,1557
P00913,Electronics,Laptops,51902
P00914,Home & Kitchen,Furniture,23503
P00915,Electronics,Cameras,59878
P00916,Books,Children's,546
P00917,Home & Kitchen,Furniture,11562
P00918,Fashion,Women's Clothing,2787
P00919,Electronics,Laptops,7458
P00920,Home & Kitchen,Cookware,1499
P00921,Grocery,Personal Care,1595
P00922,Fashion,Women's Clothing,4553
P00923,Fashion,Watches,4685
P00924,Grocery,Snacks,478
P00925,Fashion,Women's Clothing,2217
P00926,Fashion,Watches,3227
P00927,Home & Kitchen,Decor,15811
P00928,Books,Children's,1356
P00929,Books,Academic,149
P00930,Books,Fiction,2053
P00931,Home & Kitchen,Appliances,13441
P00932,Fashion,Footwear,5203
P00933,Electronics,Cameras,49659
P00934,Grocery,Snacks,1519
P00935,Fashion,Men's Clothing,4768
P00936,Grocery,Personal Care,1411
P00937,Electronics,Accessories,6271
P00938,Home & Kitchen,Decor,23212
P00939,Electronics,Audio,8938
P00940,Home & Kitchen,Decor,19704
P00941,Books,Children's,974
P00942,Books,Academic,351
P00943,Fashion,Women's Clothing,6169
P00944,Fashion,Watches,3614
P00945,Home & Kitchen,Appliances,9969
P00946,Grocery,Staples,1332
P00947,Fashion,Women's Clothing,3897
P00948,Books,Children's,1647
P00949,Fashion,Footwear,1264
P00950,Electronics,Cameras,31584
P00951,Grocery,Beverages,1601
P00952,Fashion,Footwear,4457
P00953,Electronics,Smartphones,76831
P00954,Electronics,Audio,11954
P00955,Fashion,Footwear,5483
P00956,Books,Fiction,2751
P00957,Electronics,Cameras,63704
P00958,Fashion,Men's Clothing,5889
P00959,Fashion,Watches,3110
P00960,Books,Academic,2853
P00961,Fashion,Women's Clothing,4517
P00962,Electronics,Cameras,44628
P00963,Fashion,Footwear,1161
P00964,Electronics,Laptops,900
P00965,Fashion,Women's Clothing,4854
P00966,Home & Kitchen,Decor,13498
P00967,Grocery,Snacks,1896
P00968,Electronics,Smartphones,24723
P00969,Fashion,Men's Clothing,6037
P00970,Home & Kitchen,Decor,22603
P00971,Grocery,Personal Care,707
P00972,Fashion,Men's Clothing,3419
P00973,Fashion,Footwear,5238
P00974,Grocery,Snacks,1040
P00975,Electronics,Smartphones,13296
P00976,Home & Kitchen,Decor,5637
P00977,Home & Kitchen,Decor,20893
P00978,Grocery,Personal Care,413
P00979,Books,Non-Fiction,626
P00980,Grocery,Snacks,1605
P00981,Electronics,Laptops,68254
P00982,Fashion,Footwear,6841
P00983,Fashion,Footwear,7472
P00984,Electronics,Laptops,79548
P00985,Grocery,Beverages,939
P00986,Fashion,Watches,4487
P00987,Electronics,Accessories,23607
P00988,Fashion,Footwear,725
P00989,Home & Kitchen,Cookware,2590
P00990,Fashion,Watches,5860
P00991,Electronics,Smartphones,39232
P00992,Grocery,Snacks,682
P00993,Home & Kitchen,Furniture,3336
P00994,Fashion,Watches,5313
P00995,Electronics,Cameras,8454
P00996,Books,Academic,1897
P00997,Grocery,Staples,1803
P00998,Books,Children's,1022
P00999,Grocery,Staples,918
P01000,Electronics,Accessories,49499
P01001,Fashion,Men's Clothing,2584
P01002,Electronics,Audio,46942
P01003,Fashion,Footwear,4611
P01004,Home & Kitchen,Decor,9208
P01005,Grocery,Personal Care,653
P01006,Fashion,Footwear,3541
P01007,Home & Kitchen,Cookware,270
P01008,Electronics,Laptops,20071
P01009,Grocery,Personal Care,466
P01010,Grocery,Staples,1487
P01011,Books,Academic,1365
P01012,Electronics,Cameras,67289
P01013,Grocery,Snacks,295
P01014,Electronics,Smartphones,58771
P01015,Grocery,Personal Care,1759
P01016,Grocery,Beverages,942
P01017,Home & Kitchen,Appliances,9065
P01018,Fashion,Men's Clothing,2583
P01019,Grocery,Snacks,1117
P01020,Electronics,Smartphones,14474
P01021,Electronics,Smartphones,48727
P01022,Home & Kitchen,Decor,21069
P01023,Home & Kitchen,Appliances,21489
P01024,Electronics,Smartphones,11630
P01025,Electronics,Smartphones,43320
P01026,Electronics,Laptops,21427
P01027,Fashion,Women's Clothing,7113
P01028,Electronics,Audio,6579
P01029,Books,Children's,319
P01030,Fashion,Footwear,345
P01031,Electronics,Cameras,40821
P01032,Home & Kitchen,Appliances,925
P01033,Grocery,Snacks,1176
P01034,Books,Children's,1275
P01035,Books,Fiction,1811
P01036,Home & Kitchen,Appliances,22672
P01037,Grocery,Personal Care,1117
P01038,Electronics,Accessories,43706
P01039,Fashion,Men's Clothing,7990
P01040,Fashion,Footwear,3882
P01041,Books,Non-Fiction,2348
P01042,Electronics,Audio,29583
P01043,Fashion,Watches,1942
P01044,Grocery,Snacks,1551
P01045,Fashion,Footwear,5919
P01046,Electronics,Smartphones,23634
P01047,Home & Kitchen,Decor,11698
P01048,Home & Kitchen,Decor,12834
P01049,Electronics,Smartphones,32044
P01050,Fashion,Watches,4117
P01051,Home & Kitchen,Decor,16618
P01052,Books,Non-Fiction,2559
P01053,Electronics,Smartphones,64620
P01054,Grocery,Personal Care,1240
P01055,Home & Kitchen,Cookware,4271
P01056,Electronics,Laptops,41374
P01057,Home & Kitchen,Cookware,11239
P01058,Home & Kitchen,Cookware,4602
P01059,Books,Academic,2851
P01060,Electronics,Laptops,52923
P01061,Electronics,Laptops,77435
P01062,Fashion,Women's Clothing,5940
P01063,Home & Kitchen,Cookware,12165
P01064,Home & Kitchen,Furniture,9066
P01065,Grocery,Snacks,461
P01066,Fashion,Women's Clothing,4004
P01067,Electronics,Accessories,5497
P01068,Fashion,Women's Clothing,3082
P01069,Electronics,Cameras,3903
P01070,Home & Kitchen,Cookware,5288
P01071,Fashion,Footwear,7280
P01072,Grocery,Snacks,742
P01073,Grocery,Snacks,955
P01074,Fashion,Footwear,3746
P01075,Home & Kitchen,Furniture,1304
P01076,Home & Kitchen,Cookware,24518
P01077,Electronics,Smartphones,26264
P01078,Fashion,Women's Clothing,5689
P01079,Electronics,Smartphones,41949
P01080,Electronics,Accessories,66457
P01081,Home & Kitchen,Furniture,20897
P01082,Electronics,Cameras,21434
P01083,Home & Kitchen,Decor,13677
P01084,Books,Fiction,604
P01085,Electronics,Laptops,52467
P01086,Fashion,Footwear,3049
P01087,Grocery,Staples,1317
P01088,Books,Non-Fiction,2523
P01089,Electronics,Audio,41575
P01090,Home & Kitchen,Cookware,9502
P01091,Books,Fiction,2731
P01092,Grocery,Personal Care,1047
P01093,Electronics,Audio,28555
P01094,Fashion,Footwear,6968
P01095,Books,Fiction,1512
P01096,Electronics,Audio,38828
P01097,Fashion,Women's Clothing,4913
P01098,Electronics,Cameras,40396
P01099,Books,Fiction,503
P01100,Grocery,Beverages,356
P01101,Books,Children's,324
P01102,Books,Fiction,1966
P01103,Fashion,Men's Clothing,1850
P01104,Books,Children's,642
P01105,Electronics,Audio,29297
P01106,Electronics,Audio,57526
P01107,Home & Kitchen,Cookware,3091
P01108,Fashion,Watches,1997
P01109,Books,Children's,2452
P01110,Home & Kitchen,Cookware,18048
P01111,Grocery,Staples,979
P01112,Books,Academic,1489
P01113,Fashion,Women's Clothing,1843
P01114,Electronics,Smartphones,13319
P01115,Grocery,Snacks,1672
P01116,Electronics,Accessories,2284
P01117,Electronics,Cameras,3930
P01118,Fashion,Footwear,4673
P01119,Grocery,Personal Care,347
P01120,Electronics,Cameras,50548
P01121,Home & Kitchen,Decor,1124
P01122,Grocery,Personal Care,1157
P01123,Fashion,Watches,636
P01124,Electronics,Smartphones,21032
P01125,Home & Kitchen,Cookware,4624
P01126,Fashion,Women's Clothing,7674
P01127,Fashion,Watches,4875
P01128,Fashion,Watches,4596
P01129,Fashion,Women's Clothing,345
P01130,Fashion,Watches,5812
P01131,Grocery,Beverages,1334
P01132,Fashion,Watches,2411
P01133,Books,Children's,349
P01134,Fashion,Watches,3704
P01135,Electronics,Smartphones,79426
P01136,Books,Academic,2615
P01137,Fashion,Watches,1530
P01138,Grocery,Beverages,1666
P01139,Home & Kitchen,Decor,15081
P01140,Electronics,Accessories,63672
P01141,Fashion,Women's Clothing,6600
P01142,Grocery,Personal Care,388
P01143,Fashion,Men's Clothing,5345
P01144,Electronics,Smartphones,21529
P01145,Fashion,Men's Clothing,5849
P01146,Electronics,Smartphones,27742
P01147,Electronics,Audio,36551
P01148,Home & Kitchen,Cookware,14826
P01149,Electronics,Accessories,18770
P01150,Grocery,Snacks,789
P01151,Books,Fiction,415
P01152,Electronics,Cameras,16587
P01153,Electronics,Cameras,68838
P01154,Books,Academic,1563
P01155,Grocery,Staples,857
P01156,Home & Kitchen,Appliances,3867
P01157,Home & Kitchen,Decor,2543
P01158,Grocery,Personal Care,967
P01159,Books,Fiction,1883
P01160,Electronics,Accessories,3603
P01161,Fashion,Footwear,6314
P01162,Grocery,Beverages,1022
P01163,Grocery,Staples,262
P01164,Electronics,Cameras,38838
P01165,Home & Kitchen,Furniture,3389
P01166,Home & Kitchen,Furniture,15146
P01167,Electronics,Audio,66288
P01168,Grocery,Snacks,1797
P01169,Fashion,Men's Clothing,6244
P01170,Fashion,Footwear,5264
P01171,Grocery,Beverages,1058
P01172,Grocery,Staples,760
P01173,Grocery,Beverages,116
P01174,Grocery,Snacks,1074
P01175,Grocery,Personal Care,482
P01176,Electronics,Cameras,64283
P01177,Electronics,Cameras,63270
P01178,Fashion,Men's Clothing,3174
P01179,Grocery,Beverages,1190
P01180,Fashion,Men's Clothing,5983
P01181,Grocery,Snacks,1530
P01182,Books,Academic,2120
P01183,Home & Kitchen,Decor,2578
P01184,Books,Academic,488
P01185,Electronics,Accessories,38433
P01186,Fashion,Men's Clothing,2014
P01187,Fashion,Women's Clothing,6901
P01188,Grocery,Snacks,588
P01189,Books,Children's,2643
P01190,Electronics,Smartphones,32987
P01191,Electronics,Laptops,15527
P01192,Grocery,Staples,1427
P01193,Fashion,Men's Clothing,6357
P01194,Electronics,Cameras,46450
P01195,Books,Non-Fiction,442
P01196,Electronics,Audio,1072
P01197,Electronics,Audio,52536
P01198,Fashion,Watches,5565
P01199,Home & Kitchen,Decor,8000
P01200,Grocery,Snacks,744
P01201,Fashion,Footwear,1407
P01202,Electronics,Accessories,52300
P01203,Electronics,Accessories,20664
P01204,Electronics,Cameras,68471
P01205,Home & Kitchen,Cookware,10676
P01206,Electronics,Smartphones,29569
P01207,Home & Kitchen,Furniture,6998
P01208,Electronics,Laptops,54608
P01209,Books,Fiction,2289
P01210,Grocery,Staples,844
P01211,Fashion,Footwear,6314
P01212,Fashion,Watches,3963
P01213,Fashion,Watches,3088
P01214,Electronics,Audio,44615
P01215,Books,Children's,836
P01216,Electronics,Audio,24879
P01217,Electronics,Accessories,27876
P01218,Fashion,Women's Clothing,5703
P01219,Books,Fiction,2234
P01220,Fashion,Footwear,6869
P01221,Fashion,Watches,5342
P01222,Books,Fiction,2269
P01223,Home & Kitchen,Decor,11248
P01224,Books,Children's,2128
P01225,Electronics,Cameras,13363
P01226,Home & Kitchen,Decor,5479
P01227,Home & Kitchen,Cookware,10104
P01228,Fashion,Women's Clothing,2840
P01229,Fashion,Watches,4494
P01230,Fashion,Men's Clothing,5637
P01231,Grocery,Staples,1422
P01232,Electronics,Laptops,13279
P01233,Fashion,Footwear,7724
P01234,Grocery,Snacks,40
P01235,Grocery,Snacks,209
P01236,Grocery,Beverages,316
P01237,Grocery,Beverages,1854
P01238,Electronics,Accessories,35113
P01239,Electronics,Smartphones,5594
P01240,Grocery,Staples,467
P01241,Books,Children's,332
P01242,Electronics,Audio,3502
P01243,Grocery,Snacks,787
P01244,Fashion,Women's Clothing,7879
P01245,Electronics,Audio,49310
P01246,Electronics,Cameras,41920
P01247,Grocery,Snacks,1432
P01248,Electronics,Cameras,47999
P01249,Fashion,Footwear,7577
P01250,Fashion,Men's Clothing,6598
P01251,Grocery,Personal Care,1291
P01252,Fashion,Men's Clothing,3624
P01253,Fashion,Watches,1773
P01254,Home & Kitchen,Cookware,16474
P01255,Electronics,Audio,64411
P01256,Home & Kitchen,Cookware,7257
P01257,Fashion,Footwear,462
P01258,Grocery,Personal Care,1211
P01259,Fashion,Watches,4223
P01260,Electronics,Audio,18918
P01261,Electronics,Accessories,13974
P01262,Fashion,Men's Clothing,481
P01263,Grocery,Personal Care,501
P01264,Home & Kitchen,Cookware,157
P01265,Home & Kitchen,Decor,4063
P01266,Home & Kitchen,Furniture,24921
P01267,Electronics,Cameras,62484
P01268,Electronics,Audio,28574
P01269,Books,Academic,1246
P01270,Home & Kitchen,Cookware,14714
P01271,Electronics,Audio,41661
P01272,Grocery,Staples,1482
P01273,Fashion,Women's Clothing,735
P01274,Electronics,Audio,7668
P01275,Home & Kitchen,Appliances,7220
P01276,Books,Fiction,2506
P01277,Books,Children's,2754
P01278,Fashion,Footwear,2915
P01279,Home & Kitchen,Decor,24088
P01280,Fashion,Women's Clothing,2357
P01281,Books,Academic,1858
P01282,Books,Non-Fiction,664
P01283,Home & Kitchen,Cookware,23253
P01284,Fashion,Men's Clothing,4684
P01285,Books,Non-Fiction,857
P01286,Electronics,Accessories,32867
P01287,Electronics,Accessories,8964
P01288,Grocery,Snacks,173
P01289,Home & Kitchen,Furniture,7462
P01290,Electronics,Smartphones,75788
P01291,Home & Kitchen,Furniture,20103
P01292,Books,Academic,2874
P01293,Grocery,Snacks,1756
P01294,Electronics,Laptops,65145
P01295,Grocery,Snacks,1163
P01296,Electronics,Smartphones,55688
P01297,Fashion,Women's Clothing,7735
P01298,Grocery,Personal Care,1139
P01299,Fashion,Watches,6206
P01300,Fashion,Watches,6108
P01301,Grocery,Beverages,1924
P01302,Fashion,Footwear,3779
P01303,Electronics,Laptops,37127
P01304,Fashion,Watches,4777
P01305,Fashion,Men's Clothing,413
P01306,Fashion,Watches,1107
P01307,Electronics,Audio,5871
P01308,Electronics,Accessories,50876
P01309,Home & Kitchen,Decor,24856
P01310,Grocery,Staples,1364
P01311,Books,Academic,767
P01312,Books,Fiction,1016
P01313,Grocery,Beverages,1912
P01314,Fashion,Watches,4229
P01315,Electronics,Audio,1273
P01316,Fashion,Men's Clothing,6691
P01317,Home & Kitchen,Cookware,6319
P01318,Books,Academic,370
P01319,Grocery,Beverages,1357
P01320,Grocery,Staples,1648
P01321,Books,Fiction,320
P01322,Electronics,Cameras,74546
P01323,Grocery,Personal Care,969
P01324,Grocery,Personal Care,726
P01325,Electronics,Cameras,71598
P01326,Home & Kitchen,Cookware,6837
P01327,Electronics,Audio,75796
P01328,Electronics,Cameras,54807
P01329,Fashion,Women's Clothing,7297
P01330,Fashion,Footwear,4092
P01331,Fashion,Watches,1757
P01332,Electronics,Cameras,58967
P01333,Fashion,Women's Clothing,7007
P01334,Fashion,Men's Clothing,1813
P01335,Books,Children's,688
P01336,Grocery,Staples,522
P01337,Books,Academic,1894
P01338,Home & Kitchen,Cookware,4026
P01339,Home & Kitchen,Furniture,2801
P01340,Home & Kitchen,Cookware,23017
P01341,Electronics,Laptops,54227
P01342,Fashion,Watches,5375
P01343,Home & Kitchen,Appliances,15404
P01344,Electronics,Cameras,61257
P01345,Electronics,Cameras,43547
P01346,Grocery,Snacks,113
P01347,Books,Academic,1499
P01348,Home & Kitchen,Decor,15574
P01349,Home & Kitchen,Decor,12385
P01350,Fashion,Watches,7886
P01351,Grocery,Personal Care,1797
P01352,Home & Kitchen,Decor,21739
P01353,Home & Kitchen,Cookware,12347
P01354,Grocery,Beverages,1969
P01355,Home & Kitchen,Cookware,22913
P01356,Electronics,Accessories,22781
P01357,Books,Fiction,744
P01358,Home & Kitchen,Appliances,14480
P01359,Electronics,Accessories,4805
P01360,Fashion,Footwear,6434
P01361,Books,Non-Fiction,1487
P01362,Fashion,Footwear,4418
P01363,Electronics,Smartphones,40447
P01364,Books,Non-Fiction,1242
P01365,Fashion,Footwear,5553
P01366,Fashion,Footwear,1563
P01367,Grocery,Personal Care,1954
P01368,Home & Kitchen,Furniture,17501
P01369,Home & Kitchen,Cookware,11583
P01370,Grocery,Beverages,1388
P01371,Books,Children's,134
P01372,Electronics,Accessories,17255
P01373,Books,Non-Fiction,1785
P01374,Electronics,Cameras,26372
P01375,Home & Kitchen,Cookware,15378
P01376,Electronics,Audio,21146
P01377,Grocery,Beverages,1111
P01378,Home & Kitchen,Cookware,6043
P01379,Fashion,Footwear,3876
P01380,Electronics,Accessories,49240
P01381,Fashion,Women's Clothing,3054
P01382,Electronics,Laptops,40152
P01383,Grocery,Beverages,445
P01384,Grocery,Personal Care,1410
P01385,Electronics,Laptops,30099
P01386,Grocery,Snacks,1713
P01387,Electronics,Laptops,22731
P01388,Electronics,Laptops,14801
P01389,Fashion,Men's Clothing,1223
P01390,Fashion,Footwear,4692
P01391,Electronics,Smartphones,18671
P01392,Grocery,Staples,227
P01393,Home & Kitchen,Decor,6858
P01394,Fashion,Women's Clothing,2039
P01395,Home & Kitchen,Appliances,10891
P01396,Electronics,Laptops,30780
P01397,Fashion,Women's Clothing,1338
P01398,Home & Kitchen,Furniture,23985
P01399,Grocery,Snacks,325
P01400,Home & Kitchen,Appliances,20171
P01401,Grocery,Staples,378
P01402,Electronics,Audio,40218
P01403,Electronics,Accessories,79647
P01404,Books,Non-Fiction,2563
P01405,Fashion,Watches,4233
P01406,Home & Kitchen,Decor,18056
P01407,Grocery,Personal Care,1577
P01408,Electronics,Laptops,24353
P01409,Fashion,Women's Clothing,4585
P01410,Fashion,Footwear,4629
P01411,Home & Kitchen,Appliances,10050
P01412,Books,Non-Fiction,2103
P01413,Fashion,Footwear,668
P01414,Electronics,Cameras,65199
P01415,Fashion,Watches,3917
P01416,Electronics,Audio,50574
P01417,Fashion,Footwear,3709
P01418,Electronics,Audio,27105
P01419,Electronics,Cameras,29196
P01420,Electronics,Cameras,45048
P01421,Electronics,Audio,74582
P01422,Fashion,Women's Clothing,2210
P01423,Books,Non-Fiction,158
P01424,Electronics,Cameras,10138
P01425,Home & Kitchen,Furniture,21704
P01426,Grocery,Beverages,1927
P01427,Fashion,Men's Clothing,1752
P01428,Books,Children's,1770
P01429,Grocery,Beverages,1309
P01430,Electronics,Cameras,14376
P01431,Electronics,Smartphones,62535
P01432,Fashion,Men's Clothing,2970
P01433,Books,Academic,2052
P01434,Electronics,Smartphones,39256
P01435,Fashion,Women's Clothing,5945
P01436,Grocery,Beverages,1783
P01437,Fashion,Watches,3172
P01438,Grocery,Snacks,594
P01439,Grocery,Personal Care,1274
P01440,Electronics,Smartphones,12015
P01441,Fashion,Women's Clothing,1507
P01442,Home & Kitchen,Appliances,20222
P01443,Grocery,Beverages,695
P01444,Fashion,Men's Clothing,5124
P01445,Grocery,Personal Care,1156
P01446,Grocery,Staples,1702
P01447,Home & Kitchen,Appliances,1923
P01448,Electronics,Cameras,13379
P01449,Grocery,Beverages,480
P01450,Grocery,Snacks,654
P01451,Grocery,Personal Care,604
P01452,Books,Fiction,876
P01453,Fashion,Footwear,5228
P01454,Home & Kitchen,Furniture,6891
P01455,Home & Kitchen,Cookware,11206
P01456,Electronics,Accessories,69093
P01457,Electronics,Smartphones,29372
P01458,Books,Academic,1802
P01459,Fashion,Women's Clothing,7731
P01460,Fashion,Women's Clothing,3429
P01461,Grocery,Staples,392
P01462,Fashion,Footwear,380
P01463,Grocery,Personal Care,1464
P01464,Fashion,Women's Clothing,5364
P01465,Fashion,Watches,7535
P01466,Grocery,Personal Care,1410
P01467,Home & Kitchen,Cookware,2140
P01468,Home & Kitchen,Cookware,4298
P01469,Grocery,Staples,233
P01470,Electronics,Accessories,5571
P01471,Fashion,Women's Clothing,7054
P01472,Grocery,Snacks,1110
P01473,Fashion,Watches,406
P01474,Books,Fiction,1251
P01475,Electronics,Accessories,61317
P01476,Home & Kitchen,Furniture,2219
P01477,Fashion,Footwear,2247
P01478,Books,Fiction,550
P01479,Grocery,Staples,1320
P01480,Grocery,Snacks,1774
P01481,Home & Kitchen,Appliances,7838
P01482,Grocery,Personal Care,517
P01483,Electronics,Smartphones,23092
P01484,Grocery,Staples,1264
P01485,Home & Kitchen,Appliances,3412
P01486,Home & Kitchen,Cookware,20987
P01487,Books,Non-Fiction,183
P01488,Fashion,Women's Clothing,5376
P01489,Fashion,Footwear,6911
P01490,Home & Kitchen,Appliances,8231
P01491,Fashion,Men's Clothing,3914
P01492,Home & Kitchen,Decor,24378
P01493,Fashion,Women's Clothing,4417
P01494,Electronics,Cameras,22157
P01495,Grocery,Personal Care,906
P01496,Fashion,Women's Clothing,7762
P01497,Grocery,Staples,1404
P01498,Grocery,Beverages,379
P01499,Grocery,Staples,1207
P01500,Grocery,Staples,1273
P01501,Home & Kitchen,Appliances,15951
P01502,Books,Children's,1736
P01503,Fashion,Men's Clothing,4283
P01504,Grocery,Personal Care,1290
P01505,Electronics,Accessories,25118
P01506,Books,Academic,1107
P01507,Grocery,Staples,1093
P01508,Electronics,Accessories,64474
P01509,Fashion,Men's Clothing,3647
P01510,Electronics,Accessories,29580
P01511,Fashion,Women's Clothing,2226
P01512,Electronics,Smartphones,24634
P01513,Fashion,Footwear,201
P01514,Electronics,Laptops,65323
P01515,Home & Kitchen,Cookware,21221
P01516,Home & Kitchen,Decor,8696
P01517,Electronics,Cameras,37801
P01518,Home & Kitchen,Decor,357
P01519,Electronics,Laptops,73806
P01520,Electronics,Audio,75783
P01521,Electronics,Audio,38427
P01522,Electronics,Laptops,1226
P01523,Fashion,Women's Clothing,3557
P01524,Books,Fiction,949
P01525,Home & Kitchen,Appliances,5896
P01526,Fashion,Men's Clothing,256
P01527,Home & Kitchen,Decor,9435
P01528,Home & Kitchen,Furniture,10382
P01529,Electronics,Smartphones,45064
P01530,Electronics,Laptops,31883
P01531,Grocery,Staples,352
P01532,Electronics,Accessories,59101
P01533,Books,Academic,1230
P01534,Electronics,Cameras,30579
P01535,Home & Kitchen,Appliances,6685
P01536,Home & Kitchen,Appliances,10643
P01537,Fashion,Footwear,2069
P01538,Electronics,Smartphones,61281
P01539,Electronics,Laptops,72841
P01540,Home & Kitchen,Decor,20218
P01541,Fashion,Footwear,5540
P01542,Fashion,Men's Clothing,2420
P01543,Electronics,Accessories,59563
P01544,Electronics,Accessories,64800
P01545,Fashion,Men's Clothing,3421
P01546,Grocery,Beverages,1711
P01547,Electronics,Audio,15001
P01548,Electronics,Audio,23523
P01549,Electronics,Audio,51133
P01550,Fashion,Watches,5018
P01551,Fashion,Footwear,2323
P01552,Fashion,Women's Clothing,5057
P01553,Electronics,Audio,15429
P01554,Grocery,Personal Care,68
P01555,Electronics,Accessories,4446
P01556,Home & Kitchen,Decor,13444
P01557,Home & Kitchen,Cookware,4771
P01558,Electronics,Audio,8631
P01559,Fashion,Men's Clothing,2300
P01560,Fashion,Watches,5779
P01561,Books,Non-Fiction,2209
P01562,Electronics,Cameras,19008
P01563,Grocery,Beverages,327
P01564,Fashion,Footwear,4050
P01565,Home & Kitchen,Cookware,8647
P01566,Electronics,Smartphones,25270
P01567,Grocery,Beverages,1605
P01568,Electronics,Accessories,79838
P01569,Electronics,Accessories,37363
P01570,Electronics,Audio,63418
P01571,Fashion,Watches,2776
P01572,Home & Kitchen,Furniture,21112
P01573,Grocery,Personal Care,1905
P01574,Electronics,Accessories,4955
P01575,Grocery,Personal Care,1558
P01576,Electronics,Smartphones,6175
P01577,Books,Academic,1463
P01578,Fashion,Watches,1699
P01579,Fashion,Footwear,6764
P01580,Fashion,Men's Clothing,6575
P01581,Fashion,Men's Clothing,6660
P01582,Books,Children's,454
P01583,Electronics,Accessories,61568
P01584,Grocery,Snacks,520
P01585,Home & Kitchen,Cookware,19315
P01586,Electronics,Laptops,35715
P01587,Grocery,Personal Care,1483
P01588,Grocery,Staples,96
P01589,Fashion,Women's Clothing,3795
